dataset,dataelement,shortname,code,categoryoptioncombo,dataelementuid,categoryoptioncombouid
RRIV_hsp_HIV/AIDS,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400 & 80mg, Tab - Losses / Adjustments (C)",C-Trima(Sulf&Trime) 400/80mg - (C),,default,SLCHCHIV265,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400 & 80mg, Tab - Opening Balance (A)",C-Trima(Sulf&Trime) 400/80mg - (A),,default,SLCHCHIV247,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400 & 80mg, Tab - Quantity Dispensed (D)",C-Trima(Sulf&Trime) 400/80mg - (D),,default,SLCHCHIV274,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400 & 80mg, Tab - Quantity Received (B)",C-Trima(Sulf&Trime) 400/80mg - (B),,default,SLCHCHIV256,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400 & 80mg, Tab - Stockout",C-Trima(Sulf&Trime) 400/80mg - SO_0,,default,SLCHCHIV319,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"DBS Sample Collection Kits for Viral Load and EID, Pcs - Closing Balance (E)","DBS SC Kits, Viral Load EID - (E)",,default,SLCHCHIV284,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"DBS Sample Collection Kits for Viral Load and EID, Pcs - Days Out of Stock (F)","DBS SC Kits, Viral Load EID - (F)",,default,SLCHCHIV293,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"DBS Sample Collection Kits for Viral Load and EID, Pcs - Losses / Adjustments (C)","DBS SC Kits, Viral Load EID - (C)",,default,SLCHCHIV266,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"DBS Sample Collection Kits for Viral Load and EID, Pcs - Opening Balance (A)","DBS SC Kits, Viral Load EID - (A)",,default,SLCHCHIV248,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"DBS Sample Collection Kits for Viral Load and EID, Pcs - Quantity Dispensed (D)","DBS SC Kits, Viral Load EID - (D)",,default,SLCHCHIV275,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"DBS Sample Collection Kits for Viral Load and EID, Pcs - Quantity Received (B)","DBS SC Kits, Viral Load EID - (B)",,default,SLCHCHIV257,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"DBS Sample Collection Kits for Viral Load and EID, Pcs - Stockout","DBS SC Kits, Viral Load EID - SO_0",,default,SLCHCHIV320,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dapsone 50mg, Tab - Closing Balance (E)",Dapsone 50mg Tab - (E),,default,SLCHCHIV112,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dapsone 50mg, Tab - Days Out of Stock (F)",Dapsone 50mg Tab - (F),,default,SLCHCHIV139,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dapsone 50mg, Tab - Losses / Adjustments (C)",Dapsone 50mg Tab - (C),,default,SLCHCHIV058,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dapsone 50mg, Tab - Opening Balance (A)",Dapsone 50mg Tab - (A),,default,SLCHCHIV004,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dapsone 50mg, Tab - Quantity Dispensed (D)",Dapsone 50mg Tab -(D),,default,SLCHCHIV085,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dapsone 50mg, Tab - Quantity Received (B)",Dapsone 50mg Tab - (B),,default,SLCHCHIV031,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dapsone 50mg, Tab - Stockout",Dapsone 50mg Tab - SO_0,,default,SLCHCHIV220,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dolutegravir 50mg, Tab - Closing Balance (E)",Dolutegravir 50mg - (E),,default,SLCHCHIV285,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dolutegravir 50mg, Tab - Days Out of Stock (F)",Dolutegravir 50mg - (F),,default,SLCHCHIV294,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dolutegravir 50mg, Tab - Losses / Adjustments (C)",Dolutegravir 50mg - (C),,default,SLCHCHIV267,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dolutegravir 50mg, Tab - Opening Balance (A)",Dolutegravir 50mg - (A),,default,SLCHCHIV249,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dolutegravir 50mg, Tab - Quantity Dispensed (D)",Dolutegravir 50mg - (D),,default,SLCHCHIV276,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dolutegravir 50mg, Tab - Quantity Received (B)",Dolutegravir 50mg - (B),,default,SLCHCHIV258,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Dolutegravir 50mg, Tab - Stockout",Dolutegravir 50mg - SO_0,,default,SLCHCHIV321,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 200mg, Tab - Closing Balance (E)",Efavirenz 200mg Tab - (E),,default,SLCHCHIV113,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 200mg, Tab - Days Out of Stock (F)",Efavirenz 200mg Tab - (F),,default,SLCHCHIV140,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 200mg, Tab - Losses / Adjustments (C)",Efavirenz 200mg Tab - (C),,default,SLCHCHIV059,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 200mg, Tab - Opening Balance (A)",Efavirenz 200mg Tab - (A),,default,SLCHCHIV005,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 200mg, Tab - Quantity Dispensed (D)",Efavirenz 200mg Tab -(D),,default,SLCHCHIV086,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 200mg, Tab - Quantity Received (B)",Efavirenz 200mg Tab - (B),,default,SLCHCHIV032,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 200mg, Tab - Stockout",Efavirenz 200mg Tab - SO_0,,default,SLCHCHIV221,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 600mg, Tab - Closing Balance (E)",Efavirenz 600mg Tab - (E),,default,SLCHCHIV114,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 600mg, Tab - Days Out of Stock (F)",Efavirenz 600mg Tab - (F),,default,SLCHCHIV141,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 600mg, Tab - Losses / Adjustments (C)",Efavirenz 600mg Tab - (C),,default,SLCHCHIV060,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 600mg, Tab - Opening Balance (A)",Efavirenz 600mg Tab - (A),,default,SLCHCHIV006,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 600mg, Tab - Quantity Dispensed (D)",Efavirenz 600mg Tab -(D),,default,SLCHCHIV087,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 600mg, Tab - Quantity Received (B)",Efavirenz 600mg Tab - (B),,default,SLCHCHIV033,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Efavirenz 600mg, Tab - Stockout",Efavirenz 600mg Tab - SO_0,,default,SLCHCHIV222,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Determine - Closing Balance (E)",HIV 1 & 2 RTK Determine - (E),,default,SLCHCHIV115,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Determine - Days Out of Stock (F)",HIV 1 & 2 RTK Determine - (F),,default,SLCHCHIV142,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Determine - Losses / Adjustments (C)",HIV 1 & 2 RTK Determine - (C),,default,SLCHCHIV061,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Determine - Opening Balance (A)",HIV 1 & 2 RTK Determine - (A),,default,SLCHCHIV007,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Determine - Quantity Dispensed (D)",HIV 1 & 2 RTK Determine -(D),,default,SLCHCHIV088,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Determine - Quantity Received (B)",HIV 1 & 2 RTK Determine - (B),,default,SLCHCHIV034,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Determine - Stockout",HIV 1 & 2 RTK Determine - SO_0,,default,SLCHCHIV223,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, SD Bioline - Closing Balance (E)",HIV 1 & 2 RTK SD Bioline - (E),,default,SLCHCHIV116,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, SD Bioline - Days Out of Stock (F)",HIV 1 & 2 RTK SD Bioline - (F),,default,SLCHCHIV143,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, SD Bioline - Losses / Adjustments (C)",HIV 1 & 2 RTK SD Bioline - (C),,default,SLCHCHIV062,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, SD Bioline - Opening Balance (A)",HIV 1 & 2 RTK SD Bioline - (A),,default,SLCHCHIV008,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, SD Bioline - Quantity Dispensed (D)",HIV 1 & 2 RTK SD Bioline -(D),,default,SLCHCHIV089,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, SD Bioline - Quantity Received (B)",HIV 1 & 2 RTK SD Bioline - (B),,default,SLCHCHIV035,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, SD Bioline - Stockout",HIV 1 & 2 RTK SD Bioline - SO_0,,default,SLCHCHIV224,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Unigold - Closing Balance (E)",HIV 1 & 2 RTK Unigold - (E),,default,SLCHCHIV117,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Unigold - Days Out of Stock (F)",HIV 1 & 2 RTK Unigold - (F),,default,SLCHCHIV144,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Unigold - Losses / Adjustments (C)",HIV 1 & 2 RTK Unigold - (C),,default,SLCHCHIV063,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Unigold - Opening Balance (A)",HIV 1 & 2 RTK Unigold - (A),,default,SLCHCHIV009,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Unigold - Quantity Dispensed (D)",HIV 1 & 2 RTK Unigold -(D),,default,SLCHCHIV090,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Unigold - Quantity Received (B)",HIV 1 & 2 RTK Unigold - (B),,default,SLCHCHIV036,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV 1 & 2 Rapid Test Kit, Unigold - Stockout",HIV 1 & 2 RTK Unigold - SO_0,,default,SLCHCHIV225,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV/Syphilis Duo Test, SD Bioline - Closing Balance (E)",HIV/Syphilis Duo Test SD Bioline - (E),,default,SLCHCHIV118,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV/Syphilis Duo Test, SD Bioline - Days Out of Stock (F)",HIV/Syphilis Duo Test SD Bioline - (F),,default,SLCHCHIV145,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV/Syphilis Duo Test, SD Bioline - Losses / Adjustments (C)",HIV/Syphilis Duo Test SD Bioline - (C),,default,SLCHCHIV064,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV/Syphilis Duo Test, SD Bioline - Opening Balance (A)",HIV/Syphilis Duo Test SD Bioline - (A),,default,SLCHCHIV010,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV/Syphilis Duo Test, SD Bioline - Quantity Dispensed (D)",HIV/Syphilis Duo Test SD Bioline -(D),,default,SLCHCHIV091,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV/Syphilis Duo Test, SD Bioline - Quantity Received (B)",HIV/Syphilis Duo Test SD Bioline - (B),,default,SLCHCHIV037,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"HIV/Syphilis Duo Test, SD Bioline - Stockout",HIV/Syphilis Duo Test SD Bioline - SO_0,,default,SLCHCHIV226,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 100mg & 25mg, Tab - Closing Balance (E)",Lop&Rit 100mg & 25mg Tab - (E),,default,SLCHCHIV119,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 100mg & 25mg, Tab - Days Out of Stock (F)",Lop&Rit 100mg & 25mg Tab - (F),,default,SLCHCHIV146,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 100mg & 25mg, Tab - Losses / Adjustments (C)",Lop&Rit 100mg & 25mg Tab - (C),,default,SLCHCHIV065,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 100mg & 25mg, Tab - Opening Balance (A)",Lop&Rit 100mg & 25mg Tab - (A),,default,SLCHCHIV011,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 100mg & 25mg, Tab - Quantity Dispensed (D)",Lop&Rit 100mg & 25mg Tab -(D),,default,SLCHCHIV092,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 100mg & 25mg, Tab - Quantity Received (B)",Lop&Rit 100mg & 25mg Tab - (B),,default,SLCHCHIV038,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 100mg & 25mg, Tab - Stockout",Lop&Rit 100mg & 25mg Tab - SO_0,,default,SLCHCHIV227,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 200mg & 50mg, Tab - Closing Balance (E)",Lop&Rit 200mg & 50mg Tab - (E),,default,SLCHCHIV120,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 200mg & 50mg, Tab - Days Out of Stock (F)",Lop&Rit 200mg & 50mg Tab - (F),,default,SLCHCHIV147,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 200mg & 50mg, Tab - Losses / Adjustments (C)",Lop&Rit 200mg & 50mg Tab - (C),,default,SLCHCHIV066,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 200mg & 50mg, Tab - Opening Balance (A)",Lop&Rit 200mg & 50mg Tab - (A),,default,SLCHCHIV012,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 200mg & 50mg, Tab - Quantity Dispensed (D)",Lop&Rit 200mg & 50mg Tab -(D),,default,SLCHCHIV093,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 200mg & 50mg, Tab - Quantity Received (B)",Lop&Rit 200mg & 50mg Tab - (B),,default,SLCHCHIV039,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 200mg & 50mg, Tab - Stockout",Lop&Rit 200mg & 50mg Tab - SO_0,,default,SLCHCHIV228,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 40mg & 10mg, Sachets - Closing Balance (E)",LopRitonavir 40/10mg - (E),,default,SLCHCHIV286,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 40mg & 10mg, Sachets - Days Out of Stock (F)",LopRitonavir 40/10mg - (F),,default,SLCHCHIV295,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 40mg & 10mg, Sachets - Losses / Adjustments (C)",LopRitonavir 40/10mg - (C),,default,SLCHCHIV268,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 40mg & 10mg, Sachets - Opening Balance (A)",LopRitonavir 40/10mg - (A),,default,SLCHCHIV250,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 40mg & 10mg, Sachets - Quantity Dispensed (D)",LopRitonavir 40/10mg - (D),,default,SLCHCHIV277,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 40mg & 10mg, Sachets - Quantity Received (B)",LopRitonavir 40/10mg - (B),,default,SLCHCHIV259,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 40mg & 10mg, Sachets - Stockout",LopRitonavir 40/10mg - SO_0,,default,SLCHCHIV322,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 80mg/ml & 20mg/ml, Syr, 60ml, Bot - Closing Balance (E)",Lop&Rit 80& 20mg/ml Syr60ml Bt - (E),,default,SLCHCHIV121,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 80mg/ml & 20mg/ml, Syr, 60ml, Bot - Days Out of Stock (F)",Lop&Rit 80& 20mg/ml Syr60ml Bt - (F),,default,SLCHCHIV148,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 80mg/ml & 20mg/ml, Syr, 60ml, Bot - Losses / Adjustments (C)",Lop&Rit 80& 20mg/ml Syr60ml Bt - (C),,default,SLCHCHIV067,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 80mg/ml & 20mg/ml, Syr, 60ml, Bot - Opening Balance (A)",Lop&Rit 80& 20mg/ml Syr60ml Bt - (A),,default,SLCHCHIV013,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 80mg/ml & 20mg/ml, Syr, 60ml, Bot - Quantity Dispensed (D)",Lop&Rit 80& 20mg/ml Syr60ml Bt -(D),,default,SLCHCHIV094,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 80mg/ml & 20mg/ml, Syr, 60ml, Bot - Quantity Received (B)",Lop&Rit 80& 20mg/ml Syr60ml Bt - (B),,default,SLCHCHIV040,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Lopinavir & Ritonavir 80mg/ml & 20mg/ml, Syr, 60ml, Bot - Stockout",Lop&Rit 80& 20mg/ml Syr60ml Bt - SO_0,,default,SLCHCHIV229,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg, Tab - Closing Balance (E)",Nev 50mg Tab - (E),,default,SLCHCHIV123,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg, Tab - Days Out of Stock (F)",Nev 50mg Tab - (F),,default,SLCHCHIV150,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg, Tab - Losses / Adjustments (C)",Nev 50mg Tab - (C),,default,SLCHCHIV069,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg, Tab - Opening Balance (A)",Nev 50mg Tab - (A),,default,SLCHCHIV015,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg, Tab - Quantity Dispensed (D)",Nev 50mg Tab -(D),,default,SLCHCHIV096,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg, Tab - Quantity Received (B)",Nev 50mg Tab - (B),,default,SLCHCHIV042,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg, Tab - Stockout",Nev 50mg Tab - SO_0,,default,SLCHCHIV231,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg/5ml, Syr, 100ml, Bot - Closing Balance (E)",Nev 50mg/5ml Syr 100ml Bot - (E),,default,SLCHCHIV122,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg/5ml, Syr, 100ml, Bot - Days Out of Stock (F)",Nev 50mg/5ml Syr 100ml Bot - (F),,default,SLCHCHIV149,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg/5ml, Syr, 100ml, Bot - Losses / Adjustments (C)",Nev 50mg/5ml Syr 100ml Bot - (C),,default,SLCHCHIV068,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg/5ml, Syr, 100ml, Bot - Opening Balance (A)",Nev 50mg/5ml Syr 100ml Bot - (A),,default,SLCHCHIV014,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg/5ml, Syr, 100ml, Bot - Quantity Dispensed (D)",Nev 50mg/5ml Syr 100ml Bot -(D),,default,SLCHCHIV095,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg/5ml, Syr, 100ml, Bot - Quantity Received (B)",Nev 50mg/5ml Syr 100ml Bot - (B),,default,SLCHCHIV041,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Nevirapine 50mg/5ml, Syr, 100ml, Bot - Stockout",Nev 50mg/5ml Syr 100ml Bot - SO_0,,default,SLCHCHIV230,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Cartridge, Pcs - Closing Balance (E)","PIMA CD4 Test, Cartridge, Pcs - (E)",,default,SLCHCHIV125,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Cartridge, Pcs - Days Out of Stock (F)","PIMA CD4 Test, Cartridge, Pcs - (F)",,default,SLCHCHIV152,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Cartridge, Pcs - Losses / Adjustments (C)","PIMA CD4 Test, Cartridge, Pcs - (C)",,default,SLCHCHIV071,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Cartridge, Pcs - Opening Balance (A)","PIMA CD4 Test, Cartridge, Pcs - (A)",,default,SLCHCHIV017,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Cartridge, Pcs - Quantity Dispensed (D)","PIMA CD4 Test, Cartridge, Pcs - (D)",,default,SLCHCHIV098,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Cartridge, Pcs - Quantity Received (B)","PIMA CD4 Test, Cartridge, Pcs - (B)",,default,SLCHCHIV044,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Cartridge, Pcs - Stockout","PIMA CD4 Test, Cartridge, Pcs - S/O_0",,default,SLCHCHIV233,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Sample Collection, Finger Stick, Pcs - Closing Balance (E)","PIMA CD4 Test, Smp Col, Fng Stck, Pcs - (E)",,default,SLCHCHIV127,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Sample Collection, Finger Stick, Pcs - Days Out of Stock (F)","PIMA CD4 Test, Smp Col, Fng Stck, Pcs - (F)",,default,SLCHCHIV154,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Sample Collection, Finger Stick, Pcs - Losses / Adjustments (C)","PIMA CD4 Test, Smp Col, Fng Stck, Pcs - (C)",,default,SLCHCHIV073,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Sample Collection, Finger Stick, Pcs - Opening Balance (A)","PIMA CD4 Test, Smp Col, Fng Stck, Pcs - (A)",,default,SLCHCHIV019,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Sample Collection, Finger Stick, Pcs - Quantity Dispensed (D)","PIMA CD4 Test, Smp Col, Fng Stck, Pcs - (D)",,default,SLCHCHIV100,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Sample Collection, Finger Stick, Pcs - Quantity Received (B)","PIMA CD4 Test, Smp Col, Fng Stck, Pcs - (B)",,default,SLCHCHIV046,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"PIMA CD4 Test, Sample Collection, Finger Stick, Pcs - Stockout","PIMA CD4 Test, Smp Col, Fng Stck, Pcs - S/O_0",,default,SLCHCHIV235,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Dolutegravir 300mg & 300mg & 50mg, Tab - Closing Balance (E)",TenofLamivuDolu 300/300/50mg - (E),,default,SLCHCHIV288,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Dolutegravir 300mg & 300mg & 50mg, Tab - Days Out of Stock (F)",TenofLamivuDolu 300/300/50mg - (F),,default,SLCHCHIV297,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Dolutegravir 300mg & 300mg & 50mg, Tab - Losses / Adjustments (C)",TenofLamivuDolu 300/300/50mg - (C),,default,SLCHCHIV270,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Dolutegravir 300mg & 300mg & 50mg, Tab - Opening Balance (A)",TenofLamivuDolu 300/300/50mg - (A),,default,SLCHCHIV252,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Dolutegravir 300mg & 300mg & 50mg, Tab - Quantity Dispensed (D)",TenofLamivuDolu 300/300/50mg - (D),,default,SLCHCHIV279,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Dolutegravir 300mg & 300mg & 50mg, Tab - Quantity Received (B)",TenofLamivuDolu 300/300/50mg - (B),,default,SLCHCHIV261,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Dolutegravir 300mg & 300mg & 50mg, Tab - Stockout",TenofLamivuDolu 300/300/50mg - SO_0,,default,SLCHCHIV324,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 400mg, Tab - Closing Balance (E)",TenofLamivuEfav 300/300/400mg - (E),,default,SLCHCHIV287,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 400mg, Tab - Days Out of Stock (F)",TenofLamivuEfav 300/300/400mg - (F),,default,SLCHCHIV296,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 400mg, Tab - Losses / Adjustments (C)",TenofLamivuEfav 300/300/400mg - (C),,default,SLCHCHIV269,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 400mg, Tab - Opening Balance (A)",TenofLamivuEfav 300/300/400mg - (A),,default,SLCHCHIV251,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 400mg, Tab - Quantity Dispensed (D)",TenofLamivuEfav 300/300/400mg - (D),,default,SLCHCHIV278,p6gxExvVbwI
RRIV_hsp_HIV/AIDS,"Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 400mg, Tab - Quantity Received (B)",TenofLamivuEfav 300/300/400mg - (B),,default,SLCHCHIV260,p6gxExvVbwI
